nm_college,bl_private,qt_applications_received,qt_applications_accepted,qt_students_enrolled,qt_top_10_percent,qt_top_25_percent,qt_undergraduate_students,qt_postgraduate_students,vl_tuition_outstate,vl_room_board,vl_books_cost,vl_personal_expenses,pc_faculty_with_phd,pc_faculty_with_terminal_degree,vl_student_faculty_ratio,pc_alumni_donors,vl_expenditure_per_student,pc_graduation_rate
University of Northern Iowa,False,4144.0,3379.0,1853.0,18.0,52.0,10135.0,1448.0,6197.0,2930.0,595.0,2380.0,78.0,82.0,16.3,26.0,6333.0,77.0
Campbellsville College,True,848.0,587.0,298.0,25.0,55.0,935.0,184.0,6060.0,3070.0,600.0,1300.0,62.0,66.0,17.7,13.0,5391.0,49.0
University of Minnesota at Duluth,False,4192.0,3126.0,1656.0,15.0,45.0,5887.0,1254.0,8828.0,3474.0,753.0,2610.0,79.0,91.0,19.0,11.0,6393.0,53.0
University of North Carolina at Wilmington,False,6071.0,3856.0,1449.0,15.0,67.0,6635.0,1145.0,7558.0,3680.0,500.0,1500.0,82.0,85.0,19.1,15.0,6005.0,55.0
University of Indianapolis,True,1487.0,1276.0,388.0,26.0,51.0,1417.0,1646.0,11120.0,4080.0,525.0,1405.0,55.0,56.0,11.1,23.0,6735.0,69.0
Mozart College,False,2000.0,1500.0,500.0,,40.0,2000.0,300.0,,5000.0,600.0,0.0,60.0,60.0,15.0,20.0,,60.0
Jane Austen Institute,True,2000.0,20000.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,0.0,1500.0,60.0,,15.0,20.0,8000.0,60.0
Harding University,True,1721.0,1068.0,806.0,35.0,75.0,3128.0,213.0,5504.0,3528.0,700.0,910.0,71.0,77.0,17.7,37.0,6466.0,73.0
Clarkson University,True,2174.0,1953.0,557.0,35.0,68.0,2332.0,53.0,15960.0,5580.0,700.0,1300.0,95.0,95.0,15.8,32.0,11659.0,77.0
Oakland University,False,3041.0,2581.0,1173.0,16.0,56.0,6441.0,3982.0,9114.0,4030.0,400.0,650.0,88.0,90.0,19.7,13.0,6637.0,53.0
Queens College,True,516.0,392.0,154.0,32.0,62.0,630.0,549.0,11020.0,4970.0,610.0,1900.0,73.0,75.0,14.0,36.0,9315.0,58.0
Rosa Parks School of Arts,,0.0,,500.0,20.0,,2000.0,300.0,10000.0,5000.0,600.0,1500.0,,,15.0,20.0,,60.0
Claremont McKenna College,True,1860.0,767.0,227.0,71.0,93.0,887.0,1.0,17000.0,6010.0,500.0,850.0,99.0,99.0,9.6,52.0,18443.0,87.0
Oklahoma Christian University,True,776.0,765.0,351.0,22.0,44.0,1419.0,228.0,6400.0,3150.0,500.0,1900.0,58.0,64.0,16.2,8.0,6578.0,45.0
Trenton State College,False,5042.0,2312.0,944.0,55.0,94.0,5167.0,902.0,5391.0,5411.0,700.0,1000.0,81.0,87.0,14.4,6.0,8504.0,81.0
Keene State College,False,3121.0,2446.0,822.0,5.0,19.0,3480.0,776.0,7870.0,4157.0,500.0,1150.0,73.0,73.0,16.1,13.0,6195.0,61.0
University of Maryland at Baltimore County,False,4269.0,2594.0,985.0,27.0,57.0,6476.0,2592.0,8594.0,4408.0,494.0,2768.0,82.0,88.0,18.4,6.0,7618.0,55.0
Catawba College,True,1083.0,880.0,291.0,13.0,34.0,915.0,80.0,9270.0,4100.0,600.0,1860.0,75.0,82.0,13.5,27.0,8425.0,55.0
Georgetown University,True,11115.0,2881.0,1390.0,71.0,93.0,5881.0,406.0,18300.0,7131.0,670.0,1700.0,91.0,92.0,7.2,27.0,19635.0,95.0
Aristotle Institute,False,2000.0,,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,,15.0,20.0,8000.0,60.0
University of Connecticut at Storrs,False,9735.0,7187.0,2064.0,23.0,63.0,12478.0,1660.0,11656.0,5072.0,700.0,2300.0,89.0,95.0,16.0,16.0,10178.0,71.0
Isaac Newton University,False,,1500.0,500.0,20.0,40.0,,300.0,10000.0,5000.0,600.0,1500.0,,60.0,0.1,20.0,,60.0
Christopher Newport University,False,883.0,766.0,428.0,3.0,37.0,2910.0,1749.0,7860.0,4750.0,525.0,1889.0,80.0,82.0,21.2,16.0,4639.0,48.0
Sun Tzu College,False,2000.0,1500.0,,20.0,,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Brigham Young University at Provo,True,7365.0,5402.0,4615.0,48.0,82.0,27378.0,1253.0,2340.0,3580.0,860.0,1220.0,76.0,76.0,20.5,40.0,7916.0,33.0
Simón Bolívar Center for Studies,,0.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Hastings College,True,817.0,708.0,262.0,22.0,52.0,935.0,37.0,9376.0,3272.0,500.0,1902.0,57.0,63.0,13.0,17.0,7335.0,52.0
Cazenovia College,True,3847.0,3433.0,527.0,9.0,35.0,1010.0,12.0,9384.0,4840.0,600.0,500.0,22.0,47.0,14.3,20.0,7697.0,118.0
Culver-Stockton College,True,1576.0,1110.0,274.0,24.0,55.0,992.0,112.0,8000.0,3700.0,400.0,500.0,51.0,52.0,14.1,28.0,5807.0,51.0
Northern Illinois University,False,10706.0,7219.0,2397.0,12.0,37.0,14826.0,1979.0,7799.0,3296.0,470.0,1750.0,73.0,78.0,17.3,11.0,6086.0,56.0
Salem-Teikyo University,True,489.0,384.0,120.0,23.0,52.0,700.0,45.0,10575.0,3952.0,400.0,620.0,46.0,24.0,13.0,9.0,8946.0,98.0
Marquette University,True,5152.0,4600.0,1685.0,36.0,71.0,7016.0,804.0,11610.0,4760.0,600.0,1950.0,86.0,94.0,13.5,25.0,9982.0,77.0
Beethoven College,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,,60.0,60.0,15.0,20.0,,60.0
St. Mary's College of California,True,2643.0,1611.0,465.0,36.0,80.0,2615.0,248.0,13332.0,6354.0,630.0,1584.0,88.0,89.0,16.1,17.0,9619.0,78.0
Northwestern University,True,12289.0,5200.0,1902.0,85.0,98.0,7450.0,45.0,16404.0,5520.0,759.0,1585.0,96.0,100.0,6.8,25.0,26385.0,92.0
Fresno Pacific College,True,346.0,274.0,146.0,51.0,87.0,704.0,63.0,9900.0,3670.0,630.0,1818.0,59.0,59.0,10.5,14.0,8095.0,54.0
Virginia Commonwealth University,False,4963.0,3497.0,1567.0,18.0,45.0,10262.0,5065.0,10217.0,4182.0,500.0,3630.0,81.0,87.0,8.7,11.0,11183.0,45.0
Marie Curie Institute,True,0.0,1500.0,10000.0,20.0,40.0,50000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Nikola Tesla Academy,True,2000.0,1500.0,0.0,20.0,40.0,2000.0,300.0,10000.0,,600.0,1500.0,60.0,60.0,15.0,20.0,,60.0
Sun Tzu Institute,True,2000.0,1.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,,15.0,20.0,8000.0,60.0
Western New England College,True,1650.0,1471.0,409.0,7.0,21.0,1803.0,1116.0,8994.0,5500.0,498.0,2065.0,74.0,97.0,15.4,15.0,8409.0,59.0
Southern Illinois University at Edwardsville,False,2540.0,2195.0,994.0,13.0,40.0,6063.0,2550.0,5472.0,3598.0,221.0,2216.0,76.0,81.0,16.5,8.0,7498.0,43.0
Morris College,True,882.0,730.0,330.0,2.0,13.0,926.0,12.0,4515.0,2550.0,850.0,2100.0,53.0,60.0,18.6,34.0,6990.0,60.0
University of North Carolina at Greensboro,False,5191.0,4134.0,1500.0,15.0,44.0,7532.0,1847.0,8677.0,3505.0,600.0,1300.0,75.0,94.0,15.5,17.0,7392.0,53.0
Murray State University,False,2225.0,1910.0,1190.0,29.0,55.0,5968.0,955.0,4738.0,3110.0,700.0,940.0,72.0,76.0,20.2,27.0,5972.0,52.0
Anderson University,True,1216.0,908.0,423.0,19.0,40.0,1819.0,281.0,10100.0,3520.0,550.0,1100.0,48.0,61.0,12.1,14.0,7994.0,59.0
University of Wisconsin at Green Bay,False,2409.0,1939.0,759.0,17.0,50.0,3819.0,1347.0,6900.0,2800.0,475.0,1200.0,81.0,89.0,22.2,1.0,5968.0,46.0
Campbell University,True,2087.0,1339.0,657.0,20.0,54.0,3191.0,1204.0,7550.0,2790.0,600.0,500.0,77.0,77.0,21.8,34.0,3739.0,63.0
Trinity University,True,2425.0,1818.0,601.0,62.0,93.0,2110.0,95.0,12240.0,5150.0,500.0,490.0,94.0,96.0,9.6,20.0,14703.0,93.0
Illinois Institute of Technology,True,1756.0,1360.0,478.0,42.0,77.0,1911.0,626.0,14550.0,4620.0,500.0,700.0,80.0,88.0,12.3,26.0,12851.0,56.0
Charles Darwin Academy,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,1.0,,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
New York University,True,13594.0,7244.0,2505.0,70.0,86.0,12408.0,2814.0,17748.0,7262.0,450.0,1000.0,87.0,98.0,7.8,16.0,21227.0,71.0
Moravian College,True,1232.0,955.0,303.0,23.0,58.0,1241.0,485.0,14990.0,4730.0,550.0,1250.0,86.0,92.0,15.2,28.0,9566.0,74.0
Illinois State University,False,8681.0,6695.0,2408.0,10.0,35.0,15701.0,1823.0,7799.0,3403.0,537.0,2605.0,77.0,84.0,21.0,16.0,5569.0,54.0
Huron University,True,600.0,197.0,124.0,3.0,9.0,392.0,69.0,7260.0,3090.0,600.0,1840.0,31.0,35.0,12.9,4.0,9249.0,21.0
University of Vermont,False,7663.0,6008.0,1735.0,18.0,51.0,7353.0,1674.0,15516.0,4928.0,500.0,990.0,87.0,90.0,9.9,10.0,12646.0,79.0
Nikola Tesla University,False,2000.0,,500.0,20.0,100.0,,300.0,10000.0,5000.0,,1500.0,60.0,100.0,15.0,100.0,8000.0,60.0
Mount Marty College,True,279.0,276.0,126.0,17.0,37.0,600.0,435.0,6844.0,2980.0,500.0,500.0,45.0,55.0,11.7,38.0,5073.0,44.0
Dickinson College,True,3014.0,2539.0,487.0,31.0,68.0,1889.0,62.0,18700.0,5000.0,595.0,1250.0,87.0,94.0,11.2,39.0,13861.0,87.0
Jersey City State College,False,2957.0,1423.0,691.0,10.0,30.0,3817.0,1394.0,3946.0,4800.0,400.0,1500.0,63.0,67.0,14.9,10.0,8367.0,26.0
Valley City State University,False,368.0,344.0,212.0,5.0,27.0,863.0,189.0,4286.0,2570.0,600.0,2000.0,39.0,41.0,14.9,25.0,4958.0,40.0
University of Southern Colorado,False,1401.0,1239.0,605.0,10.0,34.0,3716.0,675.0,7100.0,4380.0,540.0,2948.0,63.0,88.0,19.4,0.0,5389.0,36.0
Stockton College of New Jersey,False,4019.0,1579.0,710.0,23.0,65.0,4365.0,765.0,3040.0,4351.0,711.0,1125.0,78.0,92.0,19.5,7.0,5599.0,64.0
Fordham University,True,4200.0,2874.0,942.0,30.0,55.0,4740.0,1646.0,14235.0,6965.0,600.0,1735.0,86.0,97.0,14.4,14.0,10864.0,80.0
University of St. Thomas TX,True,374.0,280.0,185.0,45.0,77.0,995.0,408.0,8550.0,4050.0,500.0,1344.0,75.0,75.0,12.6,17.0,7237.0,62.0
Florida International University,False,3306.0,2079.0,1071.0,42.0,89.0,10208.0,9310.0,6597.0,2494.0,800.0,3028.0,81.0,96.0,13.9,20.0,6722.0,66.0
Columbia University,True,6756.0,1930.0,871.0,78.0,96.0,3376.0,55.0,18624.0,6664.0,550.0,300.0,97.0,98.0,5.9,21.0,30639.0,99.0
Southwest State University,False,1047.0,938.0,511.0,13.0,33.0,2091.0,546.0,4285.0,2750.0,600.0,1800.0,58.0,75.0,16.5,31.0,6591.0,51.0
College of Saint Benedict,True,938.0,864.0,511.0,29.0,62.0,1715.0,103.0,12247.0,4221.0,500.0,600.0,70.0,88.0,13.1,26.0,8847.0,72.0
Napoleon Bonaparte Academy,True,2000.0,1500.0,500.0,100.0,40.0,2000.0,300.0,10000.0,5000.0,10000.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Huntington College,True,450.0,430.0,125.0,20.0,46.0,488.0,43.0,9950.0,3920.0,300.0,1300.0,76.0,76.0,11.8,25.0,9466.0,47.0
College of Mount St. Joseph,True,798.0,620.0,238.0,14.0,41.0,1165.0,1232.0,9800.0,4430.0,400.0,1150.0,46.0,46.0,11.1,35.0,6889.0,100.0
Sarah Lawrence College,True,1380.0,768.0,263.0,57.0,82.0,1000.0,105.0,19300.0,6694.0,600.0,700.0,89.0,93.0,6.1,18.0,14779.0,83.0
Marywood College,True,1107.0,859.0,323.0,13.0,51.0,1452.0,402.0,11040.0,4500.0,600.0,700.0,65.0,76.0,11.8,30.0,9034.0,66.0
Pythagoras Center for Studies,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Albertson College,True,587.0,479.0,158.0,38.0,62.0,678.0,41.0,13500.0,3335.0,500.0,675.0,67.0,73.0,9.4,11.0,9727.0,55.0
Mozart College,False,2000.0,1500.0,,20.0,40.0,2000.0,1.0,10000.0,5000.0,600.0,1500.0,0.0,60.0,15.0,20.0,8000.0,60.0
Aquinas College,True,619.0,516.0,219.0,20.0,51.0,1251.0,767.0,11208.0,4124.0,350.0,1615.0,55.0,65.0,12.7,25.0,6584.0,65.0
University of North Carolina at Asheville,False,1757.0,979.0,394.0,32.0,74.0,2033.0,1078.0,5972.0,3420.0,600.0,750.0,77.0,83.0,13.0,11.0,7011.0,37.0
Illinois Benedictine College,True,607.0,558.0,269.0,22.0,47.0,1222.0,519.0,10500.0,4348.0,650.0,1500.0,81.0,91.0,11.6,29.0,8324.0,75.0
Joan of Arc Institute,True,2000.0,1500.0,,,40.0,1.0,300.0,10000.0,5000.0,600.0,1500.0,,60.0,15.0,,,60.0
Plato College,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Julius Caesar Center for Studies,False,,,,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,
Pacific Union College,True,940.0,668.0,385.0,20.0,48.0,1316.0,139.0,11925.0,3825.0,630.0,1926.0,48.0,87.0,12.3,12.0,9157.0,69.0
Northwestern College,True,860.0,811.0,366.0,22.0,56.0,1040.0,52.0,9900.0,3075.0,300.0,1800.0,68.0,68.0,14.9,34.0,6357.0,68.0
George Washington School of Arts,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,,600.0,0.0,,60.0,,,,
Bethune Cookman College,True,1646.0,1150.0,542.0,12.0,30.0,2128.0,82.0,5188.0,3396.0,650.0,2500.0,48.0,48.0,13.8,9.0,6817.0,58.0
College of Santa Fe,True,546.0,447.0,189.0,16.0,42.0,873.0,683.0,11138.0,4138.0,600.0,1200.0,40.0,74.0,14.0,7.0,8820.0,80.0
Arkansas College (Lyon College),True,708.0,334.0,166.0,46.0,74.0,530.0,182.0,8644.0,3922.0,500.0,800.0,79.0,88.0,12.6,24.0,14579.0,54.0
Alexander the Great Academy,True,2000.0,1500.0,10000.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Flagler College,True,1415.0,714.0,338.0,18.0,52.0,1345.0,44.0,5120.0,3200.0,500.0,2140.0,52.0,60.0,18.1,9.0,3930.0,69.0
Julius Caesar Institute,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,0.0,1.0,60.0
Ursinus College,True,1399.0,1026.0,308.0,44.0,77.0,1131.0,17.0,14900.0,5160.0,500.0,800.0,82.0,85.0,11.6,40.0,12082.0,79.0
Saint Joseph's College,True,833.0,682.0,217.0,12.0,33.0,716.0,2196.0,9985.0,5180.0,500.0,800.0,53.0,89.0,27.2,8.0,4322.0,85.0
University of San Francisco,True,2306.0,1721.0,538.0,23.0,48.0,4309.0,549.0,13226.0,6452.0,750.0,2450.0,86.0,86.0,13.6,8.0,10074.0,62.0
Philadelphia Coll. of Textiles and Sci.,True,1538.0,1259.0,468.0,19.0,42.0,1664.0,1042.0,11690.0,5062.0,600.0,1664.0,48.0,80.0,12.9,15.0,8028.0,68.0
Western Michigan University,False,9167.0,7191.0,2738.0,24.0,53.0,15739.0,4278.0,6940.0,4100.0,500.0,1700.0,80.0,84.0,24.7,11.0,5983.0,55.0
Vanderbilt University,True,7791.0,4690.0,1499.0,71.0,92.0,5500.0,90.0,17865.0,6525.0,630.0,952.0,93.0,98.0,5.8,26.0,23850.0,83.0
Abraham Lincoln College,True,100000.0,1500.0,500.0,,40.0,,300.0,10000.0,5000.0,,1500.0,60.0,,15.0,20.0,8000.0,
Dordt College,True,604.0,562.0,328.0,25.0,50.0,1048.0,56.0,9800.0,2650.0,450.0,2800.0,61.0,60.0,12.5,17.0,7325.0,87.0
Emily Dickinson Academy,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,0.0
Beethoven University,False,2000.0,1500.0,500.0,20.0,40.0,,,10000.0,,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Wayne State College,False,1373.0,1373.0,724.0,6.0,21.0,2754.0,474.0,2700.0,2660.0,540.0,1660.0,60.0,68.0,20.3,29.0,4550.0,52.0
Bethany College,True,878.0,816.0,200.0,16.0,41.0,706.0,62.0,8740.0,3363.0,550.0,1700.0,62.0,68.0,11.6,29.0,7718.0,48.0
Luther College,True,1549.0,1392.0,587.0,38.0,72.0,2269.0,85.0,13240.0,3560.0,600.0,400.0,73.0,85.0,13.8,38.0,8949.0,77.0
Fontbonne College,True,291.0,245.0,126.0,16.0,49.0,981.0,337.0,8390.0,4100.0,350.0,1500.0,45.0,55.0,21.5,24.0,4607.0,62.0
Nelson Mandela Institute,False,2000.0,1500.0,500.0,,40.0,2000.0,300.0,,5000.0,600.0,1500.0,60.0,,15.0,20.0,8000.0,60.0
Westminster College of Salt Lake City,True,917.0,720.0,213.0,21.0,60.0,979.0,743.0,8820.0,4050.0,600.0,2025.0,68.0,83.0,10.5,34.0,7170.0,50.0
Transylvania University,True,759.0,729.0,244.0,57.0,81.0,867.0,51.0,10900.0,4450.0,500.0,1000.0,81.0,91.0,12.1,41.0,10219.0,70.0
Bluffton College,True,692.0,514.0,209.0,20.0,50.0,760.0,81.0,9900.0,3990.0,400.0,900.0,76.0,71.0,13.3,19.0,9073.0,58.0
Morehouse College,True,3708.0,1678.0,722.0,41.0,66.0,2852.0,153.0,7050.0,5490.0,250.0,600.0,71.0,74.0,17.8,10.0,8122.0,83.0
Leonardo da Vinci School of Arts,False,,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,1.0,60.0
Rocky Mountain College,True,560.0,392.0,270.0,11.0,31.0,743.0,118.0,8734.0,3362.0,600.0,625.0,56.0,78.0,11.3,27.0,6422.0,68.0
Joan of Arc Center for Studies,,,1500.0,10000.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,1000000.0,60.0
University of Texas at Arlington,False,3281.0,2559.0,1448.0,19.0,43.0,10975.0,8431.0,4422.0,2780.0,500.0,2850.0,73.0,73.0,21.0,4.0,4696.0,29.0
Carson-Newman College,True,1096.0,951.0,464.0,27.0,62.0,1776.0,239.0,8150.0,3150.0,400.0,500.0,61.0,62.0,13.6,16.0,6716.0,67.0
SUNY College at Buffalo,False,5318.0,3515.0,1025.0,8.0,29.0,7626.0,2091.0,6550.0,4040.0,550.0,1230.0,71.0,78.0,18.7,12.0,7511.0,42.0
Bryn Mawr College,True,1465.0,810.0,313.0,71.0,95.0,1088.0,16.0,18165.0,6750.0,500.0,1200.0,100.0,100.0,12.3,49.0,17449.0,89.0
Knox College,True,1040.0,845.0,286.0,48.0,77.0,967.0,24.0,15747.0,4062.0,400.0,800.0,88.0,95.0,12.7,33.0,13224.0,79.0
Upper Iowa University,True,663.0,452.0,192.0,10.0,35.0,1481.0,1160.0,8840.0,3060.0,500.0,1000.0,69.0,75.0,17.4,19.0,3733.0,78.0
University of Puget Sound,True,4044.0,2826.0,688.0,51.0,83.0,2738.0,138.0,16230.0,4500.0,630.0,1800.0,79.0,86.0,15.0,17.0,11217.0,63.0
Lewis University,True,1154.0,1050.0,395.0,12.0,31.0,2192.0,1423.0,10560.0,4520.0,500.0,1200.0,36.0,48.0,14.3,10.0,7701.0,61.0
Iowa State University,False,8427.0,7424.0,3441.0,26.0,59.0,18676.0,1715.0,7550.0,3224.0,640.0,2055.0,81.0,88.0,19.2,22.0,8420.0,65.0
Gonzaga University,True,1886.0,1524.0,526.0,31.0,67.0,2523.0,296.0,13000.0,4450.0,600.0,2400.0,78.0,90.0,14.7,32.0,9553.0,69.0
Pythagoras School of Arts,False,2000.0,1500.0,500.0,,100.0,2000.0,,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
University of Chicago,True,6348.0,2999.0,922.0,68.0,94.0,3340.0,39.0,18930.0,6380.0,500.0,1254.0,99.0,99.0,5.3,36.0,36854.0,90.0
Lebanon Valley College,True,1386.0,1060.0,320.0,28.0,56.0,965.0,502.0,13850.0,4755.0,400.0,1125.0,84.0,84.0,12.3,30.0,8196.0,85.0
Fairfield University,True,4784.0,3346.0,781.0,30.0,66.0,2984.0,1037.0,15000.0,6200.0,700.0,1100.0,86.0,90.0,15.1,30.0,11220.0,94.0
Northeastern University,True,11901.0,8492.0,2517.0,16.0,42.0,11160.0,10221.0,13380.0,7425.0,600.0,1750.0,73.0,82.0,12.9,17.0,9563.0,46.0
University of New Hampshire,False,9750.0,7640.0,2529.0,24.0,62.0,10358.0,1338.0,11180.0,3862.0,650.0,2450.0,89.0,87.0,17.5,16.0,7855.0,75.0
Manchester College,True,1004.0,802.0,239.0,23.0,63.0,909.0,51.0,10440.0,3850.0,525.0,1450.0,63.0,72.0,11.8,20.0,7940.0,64.0
SUNY College at Geneseo,False,8598.0,4562.0,1143.0,56.0,93.0,5060.0,146.0,6550.0,4170.0,600.0,650.0,79.0,84.0,19.1,25.0,5716.0,76.0
Hypatia College,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Our Lady of the Lake University,True,2308.0,1336.0,295.0,22.0,46.0,1202.0,942.0,8530.0,3644.0,616.0,1576.0,56.0,64.0,14.9,25.0,7114.0,37.0
Winston Churchill Academy,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,,5000.0,600.0,1500.0,,60.0,15.0,20.0,,100.0
SUNY College  at Brockport,False,7294.0,3564.0,904.0,7.0,34.0,5758.0,1363.0,6550.0,4460.0,500.0,705.0,79.0,83.0,19.0,14.0,6632.0,49.0
Barry University,True,990.0,784.0,279.0,18.0,45.0,1811.0,3144.0,11290.0,5360.0,600.0,1800.0,76.0,78.0,12.6,11.0,9084.0,72.0
Le Moyne College,True,1470.0,1199.0,425.0,21.0,76.0,1820.0,558.0,11040.0,4840.0,400.0,900.0,89.0,92.0,13.3,28.0,8118.0,94.0
St. John Fisher College,True,1368.0,1064.0,354.0,19.0,51.0,1687.0,677.0,10570.0,5600.0,400.0,800.0,86.0,81.0,14.5,29.0,7908.0,66.0
Winston Churchill University,False,2000.0,1500.0,500.0,20.0,,2000.0,300.0,10000.0,5000.0,600.0,1500.0,,60.0,15.0,20.0,8000.0,60.0
Ithaca College,True,7259.0,5526.0,1368.0,23.0,52.0,5612.0,166.0,14424.0,6192.0,634.0,1000.0,58.0,79.0,11.5,25.0,9812.0,75.0
Napoleon Bonaparte University,True,2000.0,1500.0,500.0,20.0,40.0,,300.0,10000.0,,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Illinois Wesleyan University,True,3050.0,1342.0,471.0,55.0,86.0,1818.0,23.0,14360.0,4090.0,400.0,650.0,77.0,92.0,12.9,34.0,9605.0,83.0
Jane Austen Center for Studies,False,2000.0,1500.0,500.0,20.0,0.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Karl Marx University,,2000.0,1500.0,500.0,20.0,100.0,2000.0,300.0,1000000.0,5000.0,10000.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Central Washington University,False,2785.0,2011.0,1007.0,8.0,65.0,6507.0,898.0,7242.0,3603.0,654.0,1416.0,67.0,89.0,18.1,0.0,6413.0,51.0
Ada Lovelace Institute,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Center for Creative Studies,True,601.0,396.0,203.0,1.0,20.0,525.0,323.0,11230.0,6643.0,2340.0,620.0,8.0,58.0,6.8,4.0,13025.0,47.0
Hypatia College,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,,600.0,,60.0,60.0,15.0,,8000.0,60.0
University of Maine at Presque Isle,False,461.0,381.0,235.0,10.0,40.0,974.0,503.0,6600.0,3630.0,400.0,1675.0,67.0,67.0,15.2,11.0,6408.0,35.0
Wingate College,True,1239.0,1017.0,383.0,10.0,34.0,1207.0,157.0,7820.0,3400.0,550.0,1550.0,69.0,81.0,13.9,8.0,7264.0,91.0
Oscar Wilde Center for Studies,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Cedar Crest College,True,776.0,607.0,198.0,25.0,58.0,791.0,764.0,14340.0,5285.0,500.0,1000.0,58.0,83.0,11.7,39.0,10961.0,74.0
Hampton University,True,7178.0,3755.0,1433.0,25.0,63.0,4623.0,740.0,7161.0,3518.0,600.0,2000.0,60.0,64.0,14.0,9.0,6791.0,70.0
University of Wisconsin-Superior,False,910.0,910.0,342.0,14.0,53.0,1434.0,417.0,7032.0,2780.0,550.0,1960.0,75.0,81.0,15.2,15.0,6490.0,36.0
Furman University,True,2161.0,1951.0,685.0,56.0,82.0,2371.0,175.0,13440.0,4048.0,600.0,1250.0,92.0,95.0,13.5,28.0,12940.0,82.0
Bucknell University,True,6548.0,3813.0,862.0,49.0,85.0,3316.0,31.0,18550.0,4750.0,800.0,1200.0,95.0,97.0,14.2,36.0,13675.0,93.0
Eckerd College,True,1422.0,1109.0,366.0,33.0,65.0,1363.0,23.0,15360.0,4080.0,600.0,1000.0,82.0,89.0,12.8,26.0,15003.0,59.0
Marietta College,True,1611.0,960.0,342.0,27.0,60.0,1089.0,210.0,13850.0,3920.0,470.0,810.0,80.0,97.0,13.2,30.0,10223.0,96.0
Belmont Abbey College,True,632.0,494.0,129.0,17.0,36.0,709.0,131.0,9000.0,4850.0,300.0,2480.0,78.0,85.0,13.2,10.0,7550.0,52.0
Ohio Northern University,True,2936.0,2342.0,669.0,35.0,62.0,2502.0,66.0,15990.0,4080.0,600.0,825.0,73.0,78.0,14.5,31.0,9979.0,83.0
Saint Ambrose University,True,897.0,718.0,276.0,12.0,48.0,1345.0,390.0,10450.0,4020.0,500.0,1500.0,56.0,56.0,14.1,16.0,7444.0,70.0
McPherson College,True,420.0,293.0,93.0,11.0,32.0,336.0,80.0,7950.0,3750.0,600.0,2740.0,54.0,54.0,9.8,45.0,9754.0,48.0
Saint Cloud State University,False,3971.0,3306.0,1921.0,10.0,34.0,11493.0,2206.0,4259.0,2625.0,350.0,1884.0,70.0,75.0,18.9,10.0,4629.0,58.0
